id,role_num,club_id,user_id
7406,1,434,186540
7407,2,114,234677
7408,2,495,35873
7409,3,234,31589
7410,1,396,85143
7411,2,229,211801
7412,3,368,9450
7413,1,200,254286
7414,2,260,268173
7415,3,114,89938
7416,3,75,163692
7417,3,298,105913
7418,2,69,268109
7419,3,298,110584
7420,1,29,165593
7421,3,148,166536
7422,3,250,200054
7423,1,130,261400
7424,1,373,195820
7425,1,252,275975
7426,3,33,75211
7427,3,454,191912
7428,1,478,199302
7429,3,53,65203
7430,3,35,227202
7431,1,330,15422
7432,1,389,214309
7433,3,404,144710
7434,3,491,51528
7435,2,446,259204
7436,2,232,231991
7437,3,230,13482
7438,1,165,152405
7439,3,100,151590
7440,2,120,208326
7441,3,356,92081
7442,3,129,85280
7443,1,443,56367
7444,2,93,199396
7445,3,85,81900
7446,3,403,37221
7447,3,481,217904
7448,1,209,187494
7449,3,23,35660
7450,2,321,19316
7451,1,59,178273
7452,3,421,14771
7453,2,199,262487
7454,3,442,246830
7455,1,489,268902
7456,3,260,250025
7457,1,231,243651
7458,2,484,193796
7459,1,177,125031
7460,2,438,262247
7461,1,94,220048
7462,1,254,244306
7463,3,233,152633
7464,1,188,78950
7465,3,414,114096
7466,2,44,70450
7467,3,412,164239
7468,3,253,234114
7469,2,14,263706
7470,3,187,159905
7471,1,2,203058
7472,2,361,786
7473,3,364,150195
7474,3,374,57042
7475,2,457,131039
7476,3,59,209199
7477,3,232,75877
7478,3,212,218724
7479,3,242,48962
7480,3,152,195085
7481,1,37,143924
7482,3,25,255922
7483,3,385,202131
7484,3,156,104410
7485,1,388,209475
7486,3,76,242127
7487,2,487,55214
7488,3,128,121446
7489,3,452,33452
7490,3,204,17435
7491,2,343,158653
7492,3,494,245603
7493,3,431,192836
7494,3,334,234219
7495,3,4,267777
7496,1,333,41037
7497,1,148,17048
7498,3,459,126479
7499,1,374,83891
7500,3,200,65828
7501,2,103,164886
7502,1,73,160134
7503,3,8,235543
7504,1,3,60235
7505,1,63,67341
7506,1,352,28853
7507,2,57,53436
7508,2,237,151063
7509,2,286,82447
7510,1,381,256153
7511,1,18,222008
7512,2,161,189319
7513,3,86,162943
7514,1,241,94806
7515,2,216,163900
7516,2,34,137818
7517,3,140,123811
7518,3,110,68316
7519,1,153,104005
7520,1,19,247145
7521,1,311,87997
7522,3,461,260752
7523,3,477,43355
7524,3,304,165364
7525,1,185,260176
7526,2,142,165593
7527,3,58,122772
7528,2,62,229921
7529,2,347,117759
7530,1,273,219433
7531,1,384,169572
7532,3,100,21923
7533,1,500,261947
7534,3,13,209544
7535,3,337,30910
7536,1,229,60478
7537,2,482,149719
7538,2,262,91151
7539,3,89,132864
7540,2,324,277892
7541,1,289,175471
7542,2,75,211225
7543,2,22,210492
7544,1,377,63736
7545,1,232,150302
7546,2,207,135583
7547,2,122,207330
7548,3,157,65124
7549,3,252,239788
7550,3,271,236275
7551,3,106,245702
7552,2,40,58902
7553,3,123,180578
7554,3,300,6837
7555,3,240,270132
7556,3,337,35836
7557,1,466,239381
7558,2,133,5884
7559,1,262,236554
7560,2,135,238218
7561,1,399,104403
7562,3,404,84459
7563,3,175,249623
7564,2,231,102893
7565,3,244,30526
7566,1,396,138432
7567,1,140,70814
7568,3,371,33599
7569,1,129,62389
7570,3,235,127724
7571,3,461,272461
7572,1,431,75181
7573,1,358,205725
7574,1,270,77702
7575,1,258,247938
7576,3,30,113625
7577,3,500,202678
7578,3,296,171568
7579,3,79,215466
7580,1,103,263182
7581,2,173,18393
7582,2,153,122521
7583,3,464,30642
7584,2,321,42664
7585,2,488,160034
7586,1,269,136215
7587,1,53,242915
7588,3,261,110543
7589,3,353,276402
7590,3,500,101596
7591,3,445,12535
7592,2,11,170640
7593,1,198,1623
7594,2,295,5363
7595,1,146,179388
7596,2,376,250447
7597,1,185,213822
7598,3,247,29153
7599,1,162,185590
7600,1,350,248484
7601,2,177,42480
7602,2,11,28799
7603,1,398,98972
7604,3,97,4608
7605,2,24,201784
7606,3,427,4888
7607,1,384,24691
7608,1,409,246281
7609,1,52,253851
7610,1,441,100971
7611,1,56,108336
7612,2,230,251125
7613,3,320,77310
7614,1,457,278490
7615,1,257,40454
7616,3,471,42320
7617,2,21,6911
7618,1,368,151089
7619,3,436,217916
7620,3,59,48327
7621,3,297,230686
7622,3,80,84560
7623,2,178,89279
7624,3,445,130195
7625,3,197,203603
7626,2,169,134948
7627,2,263,59484
7628,3,227,140053
7629,1,267,68884
7630,1,137,94637
7631,2,391,107268
7632,2,20,225351
7633,3,434,215603
7634,3,373,7708
7635,2,99,63705
7636,3,52,60652
7637,2,198,8107
7638,2,213,182251
7639,3,452,212954
7640,1,306,73907
7641,2,362,181262
7642,1,319,268474
7643,2,92,93009
7644,1,135,251723
7645,2,20,176534
7646,3,366,180052
7647,2,285,12055
7648,2,86,164390
7649,3,438,45932
7650,1,209,182371
7651,1,394,76029
7652,1,496,42068
7653,2,323,200749
7654,3,337,26536
7655,3,471,16018
7656,3,490,254778
7657,3,163,131255
7658,1,358,262663
7659,1,493,146352
7660,2,416,242025
7661,2,139,194099
7662,2,250,163848
7663,1,465,163022
7664,2,199,196966
7665,3,179,138214
7666,1,253,87089
7667,2,144,23014
7668,2,84,167064
7669,2,19,93625
7670,3,499,178016
7671,1,483,261117
7672,2,188,153991
7673,1,500,61273
7674,3,227,176779
7675,3,479,15482
7676,3,91,94842
7677,3,217,218820
7678,2,33,67216
7679,1,58,130440
7680,1,381,142811
7681,1,416,232445
7682,1,113,212774
7683,1,203,107956
7684,1,197,43208
7685,1,10,85579
7686,2,194,56789
7687,3,95,111456
7688,1,189,10385
7689,1,63,189500
7690,1,199,228861
7691,2,15,60661
7692,1,463,134342
7693,1,330,241013
7694,2,284,78731
7695,3,291,261662
7696,3,231,55047
7697,1,471,152462
7698,3,363,462
7699,1,497,120437
7700,1,379,218906
7701,2,26,218963
7702,1,95,271294
7703,3,25,162324
7704,2,389,278082
7705,3,333,181354
7706,1,208,78036
7707,1,21,89929
7708,3,164,257953
7709,2,321,124254
7710,2,176,1129
7711,2,265,189164
7712,1,91,92862
7713,2,351,71530
7714,1,258,24022
7715,1,371,71636
7716,3,289,101766
7717,2,215,220090
7718,3,491,57581
7719,2,249,67315
7720,1,160,153193
7721,3,192,79182
7722,2,252,187254
7723,1,455,275918
7724,1,147,259487
7725,1,137,12443
7726,2,112,10126
7727,1,498,39107
7728,2,453,275246
7729,1,271,59972
7730,3,431,131612
7731,1,233,25682
7732,2,45,99312
7733,2,462,320
7734,3,207,221304
7735,3,115,19584
7736,2,86,5099
7737,1,461,78484
7738,2,182,244387
7739,3,189,41060
7740,1,314,178655
7741,3,398,161352
7742,3,432,208438
7743,1,454,60483
7744,1,122,148547
7745,1,289,118981
7746,2,86,195024
7747,1,213,223465
7748,3,77,263832
7749,1,27,92049
7750,3,418,214202
7751,3,421,29675
7752,2,10,160788
7753,2,228,127023
7754,2,377,39191
7755,1,341,207417
7756,3,213,1620
7757,1,290,196216
7758,1,289,57354
7759,2,167,86005
7760,1,366,212244
7761,1,439,179816
7762,3,376,276883
7763,2,69,15421
7764,2,396,84215
7765,1,173,15112
7766,2,201,272886
7767,3,94,120775
7768,2,461,211477
7769,2,184,121039
7770,1,234,16358
7771,2,194,178955
7772,1,262,185072
7773,3,186,257010
7774,1,173,184816
7775,2,414,27837
7776,3,401,10067
7777,1,54,43141
7778,2,204,168116
7779,1,159,241041
7780,1,230,39441
7781,2,435,205954
7782,1,173,92772
7783,2,447,211138
7784,1,305,259763
7785,3,130,2293
7786,3,318,229585
7787,3,483,217470
7788,2,189,123398
7789,2,202,51528
7790,1,84,37528
7791,2,23,67180
7792,2,107,158495
7793,1,203,148336
7794,3,296,11809
7795,3,72,25120
7796,1,26,257600
7797,1,123,210761
7798,3,309,216186
7799,2,310,34588
7800,3,310,76060
7801,3,321,159304
7802,1,261,188713
7803,3,353,167424
7804,2,384,196354
7805,3,100,22048
7806,3,437,58680
7807,3,34,69533
7808,1,46,266939
7809,3,262,237632
7810,2,298,196403
7811,1,455,20877
7812,1,305,42959
7813,1,163,226704
7814,2,218,207591
7815,3,251,139935
7816,1,481,39572
7817,2,429,18711
7818,2,435,12678
7819,2,143,127801
7820,1,13,248552
7821,3,324,101408
7822,2,452,146035
7823,2,157,43689
7824,3,216,261258
7825,3,350,114382
7826,2,37,257666
7827,1,46,260537
7828,3,304,41194
7829,1,116,250237
7830,2,94,61063
7831,1,493,181411
7832,2,45,167283
7833,1,354,172869
7834,2,8,179049
7835,3,192,202931
7836,3,103,108488
7837,3,220,76714
7838,3,306,251760
7839,2,453,38813
7840,1,95,105886
7841,1,207,31766
7842,2,241,164832
7843,3,163,154325
7844,2,328,123047
7845,2,402,169655
7846,1,146,225530
7847,3,218,141755
7848,2,408,203078
7849,2,166,68496
7850,1,304,177232
7851,2,434,66707
7852,1,420,106643
7853,2,21,87206
7854,1,307,243937
7855,1,177,174448
7856,1,194,34143
7857,1,424,33391
7858,1,450,134019
7859,3,153,107687
7860,3,208,42998
7861,2,421,108886
7862,3,352,23814
7863,3,5,49530
7864,3,356,43364
7865,1,277,157135
7866,2,306,195144
7867,1,395,253402
7868,2,224,217950
7869,1,69,155562
7870,1,275,269774
7871,3,141,233999
7872,1,113,114083
7873,3,436,17525
7874,1,56,104110
7875,3,146,204652
7876,1,434,189637
7877,1,271,246285
7878,2,3,108998
7879,3,442,195063
7880,3,362,189467
7881,3,143,53717
7882,1,60,54709
7883,1,120,78727
7884,1,138,171976
7885,2,177,160390
7886,2,440,48385
7887,1,392,103224
7888,3,17,247035
7889,1,462,276940
7890,3,260,35854
7891,2,39,273605
7892,2,176,277780
7893,1,477,17087
7894,2,228,110543
7895,3,78,111343
7896,1,347,2666
7897,3,353,30762
7898,1,393,22369
7899,1,221,99308
7900,3,337,229912
7901,2,396,80858
7902,2,237,49177
7903,3,169,201434
7904,1,189,268076
7905,3,28,148566
7906,2,390,130211
7907,1,333,123585
7908,3,483,160973
7909,1,322,44433
7910,1,375,29906
7911,3,268,146899
7912,2,333,193453
7913,2,33,33713
7914,1,21,241226
7915,2,104,179837
7916,2,429,35485
7917,3,298,62415
7918,1,213,200722
7919,2,63,63952
7920,2,238,214529
7921,1,293,199533
7922,1,50,134570
7923,3,185,70041
7924,2,353,203863
7925,3,407,159470
7926,1,89,84781
7927,2,347,133918
7928,3,484,262294
7929,2,376,102792
7930,1,48,164826
7931,3,90,171461
7932,3,194,13006
7933,2,191,35388
7934,1,497,73801
7935,2,169,55884
7936,3,435,19179
7937,2,134,273428
7938,2,164,270540
7939,3,307,244204
7940,3,437,69608
7941,1,322,77615
7942,3,253,96578
7943,2,178,227503
7944,2,493,248526
7945,2,242,48663
7946,3,460,86070
7947,3,381,66536
7948,3,3,73038
7949,3,309,110193
7950,3,44,167084
7951,2,469,313
7952,3,235,266349
7953,3,265,215934
7954,3,397,158971
7955,1,37,265357
7956,2,126,145277
7957,3,225,48576
7958,1,248,87015
7959,2,491,95764
7960,3,14,102523
7961,2,187,164699
7962,2,30,36143
7963,1,112,216395
7964,1,314,20130
7965,1,362,36248
7966,2,312,159979
7967,3,458,77245
7968,3,20,13109
7969,2,35,196091
7970,3,466,136421
7971,3,63,135355
7972,2,24,185938
7973,2,355,13961
7974,2,7,37804
7975,1,431,172695
7976,2,124,78174
7977,3,363,247427
7978,3,10,122441
7979,2,313,157583
7980,3,478,92710
7981,1,127,179055
7982,2,123,64665
7983,2,232,209104
7984,2,136,28507
7985,3,156,81856
7986,2,438,233734
7987,3,276,278486
7988,2,381,83344
7989,3,155,53738
7990,3,279,185436
7991,2,108,55448
7992,2,98,27006
7993,2,471,48308
7994,3,72,244376
7995,1,186,268827
7996,1,428,50723
7997,3,220,262217
7998,3,288,232740
7999,3,449,196603
8000,1,185,267056
8001,2,383,8746
8002,3,413,69898
8003,1,374,267456
8004,2,67,250975
8005,1,358,193584
8006,1,26,277585
8007,2,106,163147
8008,3,170,155024
8009,2,280,152459
8010,2,175,14371
8011,3,360,226695
8012,2,268,67516
8013,2,242,255109
8014,2,14,278379
8015,1,369,13027
8016,3,119,120407
8017,1,81,171936
8018,2,494,67534
8019,1,257,64743
8020,1,134,47063
8021,1,265,206516
8022,1,332,205573
8023,3,414,250291
8024,3,421,274949
8025,3,271,148978
8026,3,41,120140
8027,1,382,166043
8028,2,211,37908
8029,3,240,104839
8030,3,290,199178
8031,3,93,39191
8032,3,408,261850
8033,2,270,227105
8034,2,399,118925
8035,3,434,154114
8036,3,389,126538
8037,2,111,49175
8038,1,322,105395
8039,3,7,251460
8040,3,269,153810
8041,3,52,44790
8042,1,255,14477
8043,1,317,186592
8044,3,148,79470
8045,2,403,195159
8046,1,351,200288
8047,1,339,99232
8048,1,379,190759
8049,1,385,147986
8050,2,106,221462
8051,3,167,93895
8052,1,38,112186
8053,3,461,53847
8054,2,275,253864
8055,2,199,230907
8056,2,382,259292
8057,2,1,137660
8058,3,411,180214
8059,3,386,103277
8060,3,82,133172
8061,2,268,170363
8062,3,43,103511
8063,2,136,215707
8064,2,229,106540
8065,2,60,231000
8066,2,431,116364
8067,1,135,166934
8068,3,401,33612
8069,3,32,254059
8070,2,80,105518
8071,2,300,120387
8072,3,162,47555
8073,1,316,305
8074,3,358,141316
8075,3,308,208525
8076,1,128,103765
8077,2,123,123892
8078,3,242,121280
8079,2,216,137523
8080,3,487,99397
8081,1,417,150220
8082,3,446,88611
8083,2,182,105491
8084,2,461,139730
8085,3,273,249691
8086,3,54,90142
8087,2,476,44090
8088,1,286,10890
8089,2,494,4909
8090,3,4,145547
8091,1,295,148881
8092,1,228,206007
8093,1,301,63443
8094,1,1,97764
8095,2,218,195929
8096,1,140,194812
8097,2,376,255727
8098,2,167,143338
8099,1,370,4467
8100,3,280,220621
8101,3,446,20021
8102,3,389,137533
8103,3,348,161989
8104,1,44,224295
8105,1,255,203101
8106,1,23,276646
8107,1,450,222341
8108,3,135,266679
8109,2,385,131697
8110,2,39,225741
8111,2,279,162811
8112,2,143,69122
8113,1,19,26750
8114,3,487,215544
8115,1,278,64989
8116,2,44,96423
8117,1,134,14001
8118,3,470,222702
8119,2,484,210200
8120,2,500,6149
8121,2,490,133918
8122,3,273,207004
8123,3,92,221746
8124,3,117,222841
8125,2,336,220444
8126,2,253,50459
8127,1,493,91820
8128,1,441,164432
8129,3,160,197716
8130,3,394,187883
8131,2,403,191962
8132,3,217,130615
8133,2,256,138878
8134,3,339,242587
8135,3,242,134141
8136,2,129,95249
8137,1,163,41952
8138,3,50,105654
8139,1,79,184108
8140,3,186,223343
8141,1,284,82930
8142,1,342,96724
8143,2,127,270267
8144,2,383,14467
8145,1,392,145142
8146,3,42,207108
8147,2,214,37126
8148,1,357,201117
8149,1,459,234403
8150,3,164,23300
8151,2,56,107145
8152,2,364,57098
8153,1,70,60109
8154,1,337,148460
8155,2,497,201920
8156,2,111,106841
8157,2,158,161114
8158,2,307,192852
8159,2,433,85537
8160,2,483,266429
8161,3,174,213186
8162,2,430,117840
8163,1,410,43004
8164,2,126,87414
8165,3,435,191697
8166,2,341,24775
8167,2,175,69339
8168,1,86,59911
8169,3,78,21166
8170,1,314,186991
8171,3,251,41686
8172,1,246,100080
8173,3,407,263878
8174,1,106,232105
8175,2,374,239886
8176,2,445,11597
8177,1,7,55735
8178,3,357,74401
8179,3,475,177582
8180,2,422,266769
8181,3,79,161994
8182,3,379,145777
8183,2,402,18808
8184,2,365,19344
8185,3,421,48356
8186,1,291,2499
8187,1,202,198925
8188,1,214,179283
8189,2,379,103102
8190,1,438,268366
8191,3,437,236007
8192,2,420,206952
8193,1,253,168582
8194,1,110,248623
8195,2,319,261186
8196,2,51,5523
8197,2,92,40964
8198,1,304,248715
8199,1,426,238685
8200,1,498,191017
8201,2,327,120745
8202,3,393,224574
8203,1,145,79901
8204,2,481,150541
8205,2,386,207417
8206,1,304,51931
8207,3,174,234619
8208,3,264,53995
8209,2,201,207206
8210,3,243,255193
8211,1,140,86812
8212,3,486,187897
8213,1,495,200295
8214,3,427,259437
8215,1,416,6988
8216,1,69,162904
8217,2,338,62305
8218,3,386,1372
8219,2,407,160229
8220,2,84,243973
8221,1,38,92946
8222,2,267,32764
8223,1,116,209674
8224,1,113,46177
8225,2,84,225936
8226,2,345,134190
8227,2,239,50158
8228,1,84,69399
8229,2,496,116504
8230,2,286,91700
8231,3,474,15556
8232,3,220,120082
8233,3,486,210445
8234,1,279,142541
8235,1,78,229560
8236,1,94,240601
8237,2,359,30254
8238,2,468,251936
8239,2,342,187774
8240,3,116,95927
8241,1,327,132472
8242,3,358,162520
8243,2,85,54739
8244,1,153,107154
8245,2,459,85111
8246,1,75,14333
8247,3,467,123462
8248,2,14,234715
8249,2,192,71167
8250,1,49,229770
8251,1,475,131615
8252,3,326,83233
8253,1,153,247325
8254,1,401,16251
8255,1,8,240588
8256,2,315,180234
8257,2,284,169082
8258,1,187,215214
8259,1,214,103764
8260,1,409,52568
8261,3,251,35500
8262,2,208,265225
8263,1,414,97925
8264,3,299,71361
8265,3,13,102764
8266,3,192,221837
8267,3,27,107215
8268,1,439,69351
8269,2,264,103360
8270,2,235,45740
8271,1,265,49738
8272,3,203,156711
8273,1,84,166054
8274,2,66,104014
8275,3,473,127799
8276,2,187,226617
8277,1,230,266438
8278,2,470,41799
8279,1,264,71730
8280,2,199,111276
8281,3,215,27382
8282,3,281,259095
8283,1,338,168993
8284,3,483,150394
8285,1,27,36348
8286,1,344,151518
8287,3,392,34486
8288,3,360,42144
8289,2,189,55233
8290,3,413,54084
8291,2,163,129285
8292,1,145,74531
8293,3,352,23180
8294,3,303,151048
8295,3,466,259811
8296,2,450,276255
8297,3,385,32525
8298,1,30,258388
8299,3,497,250882
8300,1,15,274681
8301,3,16,104998
8302,1,84,101447
8303,2,192,37269
8304,2,190,225752
8305,1,149,69390
8306,3,388,37885
8307,3,447,261740
8308,1,472,17889
8309,2,175,35483
8310,2,314,32121
8311,1,490,123757
8312,1,397,277693
8313,3,493,246290
8314,2,311,26347
8315,1,365,175176
8316,1,414,122240
8317,2,96,157264
8318,2,322,119557
8319,1,98,215107
8320,3,427,47727
8321,1,462,265620
8322,3,390,42755
8323,2,135,265271
8324,3,147,205955
8325,3,205,207401
8326,3,70,274758
8327,3,184,265137
8328,2,178,140696
8329,2,285,89119
8330,2,417,496
8331,3,9,1252
8332,2,398,132539
8333,1,337,169673
8334,3,120,176878
8335,2,308,10182
8336,1,72,180659
8337,3,326,24520
8338,2,470,52281
8339,1,34,67112
8340,2,78,150817
8341,1,379,60104
8342,3,438,115927
8343,3,31,131878
8344,3,436,148490
8345,3,427,74055
8346,3,353,125532
8347,2,310,229710
8348,3,46,47146
8349,1,114,91340
8350,2,464,5961
8351,1,45,272853
8352,1,380,64581
8353,2,241,224948
8354,3,437,82654
8355,2,485,20229
8356,1,344,97819
8357,3,464,111475
8358,2,317,254444
8359,3,36,82752
8360,1,311,115438
8361,3,138,214424
8362,2,137,78506
8363,3,162,245676
8364,3,482,95111
8365,2,131,66532
8366,2,291,44845
8367,2,149,216645
8368,1,447,192646
8369,3,184,153125
8370,2,243,195311
8371,1,232,267654
8372,3,279,168172
8373,2,441,268918
8374,2,487,273718
8375,1,127,83663
8376,2,342,149919
8377,1,224,267641
8378,2,365,52056
8379,1,409,246505
8380,2,109,186805
8381,2,427,243094
8382,1,199,51037
8383,1,420,119420
8384,2,295,181863
8385,3,467,217341
8386,3,478,80880
8387,1,314,242932
8388,1,74,19591
8389,2,161,239940
8390,3,217,177624
8391,3,376,174362
8392,2,372,195407
8393,2,418,180245
8394,3,454,210264
8395,1,10,144096
8396,2,86,273826
8397,2,236,73143
8398,2,430,83516
8399,3,419,218171
8400,2,4,209200
8401,1,29,517
8402,1,358,124747
8403,2,120,137987
8404,3,328,244100
8405,2,417,174966
8406,3,140,155950
8407,3,393,182584
8408,1,398,240597
8409,2,463,179429
8410,1,238,181084
8411,3,324,205434
8412,2,60,131811
8413,3,247,91534
8414,2,262,95460
8415,3,137,71307
8416,2,203,228786
8417,3,17,20831
8418,1,414,254393
8419,1,200,177864
8420,3,28,220860
8421,3,318,234114
8422,3,225,59503
8423,1,40,225372
8424,3,175,140893
8425,3,470,174836
8426,1,138,186400
8427,3,263,229518
8428,1,120,152220
8429,3,15,257713
8430,3,138,73766
8431,3,364,171457
8432,3,366,13583
8433,2,308,107699
8434,1,165,222012
8435,1,172,235351
8436,3,195,263384
8437,3,205,264913
8438,3,140,196260
8439,2,261,199306
8440,1,85,24221
8441,3,326,5435
8442,2,491,67726
8443,1,84,10631
8444,3,356,72004
8445,1,328,15036
8446,3,42,12246
8447,1,319,91445
8448,2,160,36976
8449,2,409,93818
8450,2,349,44321
8451,3,181,63513
8452,3,125,75425
8453,1,190,64007
8454,2,202,174315
8455,3,280,186774
8456,1,99,184177
8457,1,352,261681
8458,3,160,196240
8459,3,46,154389
8460,3,75,172163
8461,1,4,111805
8462,2,311,146092
8463,3,44,34791
8464,3,25,237908
8465,3,170,267728
8466,2,338,197783
8467,3,194,2701
8468,1,62,202444
8469,2,209,60127
8470,3,281,109891
8471,1,168,108604
8472,3,279,7707
8473,3,200,166469
8474,3,156,189420
8475,1,494,264050
8476,2,358,193834
8477,1,149,52047
8478,3,372,276628
8479,3,162,248697
8480,2,159,194849
8481,3,251,12423
8482,2,89,185121
8483,2,217,91481
8484,2,261,109222
8485,1,327,134676
8486,1,255,246843
8487,2,30,248044
8488,3,123,36628
8489,2,73,26895
8490,2,484,392
8491,1,304,111039
8492,1,415,101884
8493,3,222,10693
8494,3,397,132166
8495,1,49,221826
8496,3,223,206884
8497,1,225,239764
8498,3,377,30154
8499,1,226,151445
8500,2,442,127071
8501,1,25,267814
8502,2,46,177025
8503,1,103,3787
8504,2,13,240928
8505,2,367,178927
8506,3,172,58388
8507,2,169,201389
8508,2,298,110578
8509,2,124,235370
8510,1,202,44583
8511,2,372,5066
8512,2,134,118393
8513,3,303,93559
8514,3,175,158402
8515,2,469,112381
8516,1,194,258350
8517,3,23,277783
8518,3,305,200482
8519,3,420,39271
8520,3,220,127979
8521,2,355,49177
8522,2,494,45218
8523,3,272,113019
8524,1,477,121620
8525,3,450,83320
8526,1,346,178758
8527,1,291,239218
8528,1,154,14005
8529,2,308,241141
8530,3,229,118813
8531,1,76,144993
8532,3,379,266778
8533,2,350,102939
8534,2,497,99308
8535,1,336,152154
8536,3,398,188996
8537,1,232,261803
8538,3,45,190189
8539,3,176,173595
8540,3,441,113103
8541,2,341,116625
8542,1,405,178518
8543,2,196,199135
8544,3,407,69595
8545,3,99,94831
8546,2,32,202341
8547,3,49,225023
8548,1,494,196372
8549,1,100,32085
8550,1,293,266655
8551,1,399,87028
8552,1,370,274355
8553,1,491,120362
8554,2,252,128745
8555,1,202,124353
8556,3,320,39964
8557,3,225,216677
8558,1,454,152738
8559,1,121,269190
8560,3,369,56415
8561,3,66,66125
8562,2,193,179460
8563,1,181,184740
8564,1,323,20503
8565,2,305,110377
8566,1,461,214422
8567,3,362,49502
8568,2,440,240371
8569,3,84,155699
8570,2,204,262681
8571,3,334,9921
8572,1,176,87216
8573,1,35,226224
8574,2,27,179916
8575,1,126,101447
8576,1,86,86089
8577,2,100,252060
8578,3,31,193345
8579,2,458,187304
8580,3,296,247766
8581,1,412,154878
8582,1,91,98555
8583,3,407,274693
8584,3,324,239772
8585,3,27,142811
8586,2,62,89942
8587,1,461,138422
8588,2,491,206988
8589,2,90,139045
8590,1,179,172121
8591,2,288,211503
8592,3,129,65246
8593,1,241,118454
8594,1,119,18481
8595,2,80,132834
8596,3,441,55440
8597,1,422,207825
8598,3,325,196881
8599,2,202,260471
8600,2,98,118101
8601,2,26,226314
8602,3,225,18520
8603,2,46,175697
8604,1,218,23896
8605,3,236,68868
8606,2,343,50928
8607,1,475,95815
8608,1,242,63736
8609,1,352,39135
8610,3,260,166870
8611,2,328,188171
8612,2,346,89747
8613,3,334,167983
8614,3,122,160384
8615,2,228,271011
8616,1,354,74868
8617,3,249,187552
8618,3,195,136438
8619,1,262,278692
8620,3,136,1424
8621,2,487,212793
8622,1,368,70507
8623,1,53,35207
8624,2,301,171122
8625,3,140,73281
8626,1,328,166002
8627,3,354,194016
8628,2,97,275115
8629,1,471,250507
8630,3,297,780
8631,2,466,51528
8632,2,282,268801
8633,3,179,185016
8634,3,411,257634
8635,1,145,53939
8636,3,306,176085
8637,3,25,25570
8638,3,84,56538
8639,3,51,195585
8640,1,155,189548
8641,2,307,222319
8642,3,465,138869
8643,1,248,92130
8644,1,403,241753
8645,1,23,38070
8646,1,92,249770
8647,3,233,37355
8648,2,4,155857
8649,2,93,29474
8650,1,143,206690
8651,1,24,156319
8652,1,331,225351
8653,2,312,257635
8654,1,52,275433
8655,2,100,110224
8656,1,33,213918
8657,2,25,234403
8658,2,68,247763
8659,2,150,133652
8660,3,348,89210
8661,3,301,36492
8662,3,397,213709
8663,3,145,177069
8664,2,130,46811
8665,2,222,47465
8666,2,194,120956
8667,2,214,147349
8668,2,317,196537
8669,3,337,68830
8670,1,421,120135
8671,3,206,62019
8672,1,171,41120
8673,1,472,211288
8674,3,192,181507
8675,2,186,130769
8676,3,350,173795
8677,3,369,182501
8678,3,12,143989
8679,2,297,43107
8680,2,380,198177
8681,3,183,83198
8682,1,373,269676
8683,1,3,207531
8684,1,191,207548
8685,1,361,10325
8686,1,328,49458
8687,2,201,95983
8688,2,364,146086
8689,2,223,122718
8690,3,219,251168
8691,1,487,219497
8692,2,101,248726
8693,3,158,43859
8694,3,90,189275
8695,2,317,53758
8696,2,479,91363
8697,2,15,34256
8698,3,322,93818
8699,3,397,252881
8700,3,363,179688
8701,1,64,200572
8702,1,373,18683
8703,3,387,1716
8704,1,110,69499
8705,1,87,202515
8706,3,72,5972
8707,3,83,52422
8708,2,323,14884
8709,3,277,15627
8710,1,251,182543
8711,2,100,152131
8712,3,336,194043
8713,2,91,205604
8714,3,72,10397
8715,2,293,233221
8716,2,498,278762
8717,1,439,6890
8718,1,445,152371
8719,3,149,154811
8720,2,401,264427
8721,2,350,269033
8722,2,93,174283
8723,2,492,244891
8724,1,464,31083
8725,2,272,206007
8726,1,173,181016
8727,3,482,14579
8728,2,332,89606
8729,1,376,110173
8730,1,211,42978
8731,3,238,88175
8732,1,1,95960
8733,3,390,169831
8734,2,313,227158
8735,2,281,219562
8736,3,407,258208
8737,2,436,221102
8738,1,468,241847
8739,2,42,88168
8740,3,239,249925
8741,2,298,115708
8742,1,281,254192
8743,3,253,116336
8744,1,106,192248
8745,2,42,112180
8746,2,164,172937
8747,3,50,18382
8748,2,425,47929
8749,1,399,195561
8750,1,452,256112
8751,1,462,66391
8752,2,218,14954
8753,2,375,19204
8754,2,178,123648
8755,2,109,38384
8756,1,291,176436
8757,3,208,157664
8758,3,334,257296
8759,2,217,210908
8760,1,397,255096
8761,3,339,144513
8762,3,456,168591
8763,3,122,169625
8764,2,266,274432
8765,3,150,34125
8766,2,297,185279
8767,3,472,277132
8768,2,425,189638
8769,2,299,251589
8770,1,402,188895
8771,2,455,180768
8772,3,77,178236
8773,1,183,252566
8774,1,2,259152
8775,1,272,16202
8776,3,304,102651
8777,3,239,29069
8778,2,75,71212
8779,3,299,244194
8780,2,224,848
8781,2,115,177534
8782,1,100,43004
8783,2,83,231432
8784,1,334,22441
8785,3,326,25742
8786,3,401,208590
8787,1,331,119623
8788,3,472,171619
8789,2,193,18718
8790,3,383,62465
8791,3,240,175329
8792,2,273,149332
8793,3,353,209830
8794,1,417,195503
8795,1,489,119932
8796,3,320,22972
8797,3,95,249194
8798,2,131,250285
8799,1,38,120595
8800,3,295,218064
8801,2,195,266880
8802,1,95,52288
8803,1,281,251532
8804,3,318,193949
